0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.361130323261022568e-03,-4.795579705387353897e-03,4.183057695627212524e-03,-3.797825658693909645e-03,6.116781849414110184e-03,-7.733464706689119339e-03,-1.008433941751718521e-02,9.484172798693180084e-03,-6.902411114424467087e-03,-9.237375110387802124e-03,2.607339993119239807e-03,-3.832007758319377899e-03,-5.264621227979660034e-03,1.096010860055685043e-02,3.999602049589157104e-03,-1.446195645257830620e-03,1.442553941160440445e-03,4.549866542220115662e-03,4.786594305187463760e-03,-8.290378376841545105e-03,1.103808823972940445e-02,7.983436807990074158e-03,-6.666228640824556351e-03,-7.502613123506307602e-03,1.850669737905263901e-03,-1.182347629219293594e-02,3.834720933809876442e-03,1.784417778253555298e-03,5.978630390018224716e-03,9.431508369743824005e-03,1.328862830996513367e-02,5.745616741478443146e-03,-1.036539953202009201e-02,-1.016283500939607620e-02,-9.925039921654388309e-05,-2.500852104276418686e-03,-9.312913753092288971e-03,4.537071567028760910e-03,-9.497930295765399933e-03,-7.877794094383716583e-03,-4.009556956589221954e-03,1.259542163461446762e-02,8.091597119346261024e-04,1.182872429490089417e-02,1.309463661164045334e-02,1.227899827063083649e-02,1.364166528219357133e-04,1.139341108500957489e-02,4.045903042424470186e-04,1.427420298568904400e-03
1.048807799816131592e-01,-3.007380068302154541e-01,-1.127794478088617325e-02,1.424145847558975220e-01,2.110756188631057739e-01,-1.091524809598922729e-01,-3.975692763924598694e-02,-6.240995228290557861e-02,5.210468173027038574e-02,3.013393841683864594e-02,-8.339761756360530853e-03,9.777114540338516235e-02,5.565249174833297729e-02,-4.862814024090766907e-02,1.227561905980110168e-01,2.986611612141132355e-02,-5.065919458866119385e-02,1.721100360155105591e-01,-9.713815897703170776e-02,1.902974024415016174e-02,6.048812996596097946e-03,8.974094688892364502e-02,-1.779666244983673096e-01,-4.347739368677139282e-02,-1.554388850927352905e-01,-3.228675201535224915e-02,1.902277953922748566e-02,1.477148663252592087e-02,-1.853099316358566284e-01,-5.012178793549537659e-02,1.447660326957702637e-01,-1.430079936981201172e-01,-1.282735317945480347e-01,-4.852612968534231186e-03,4.373462870717048645e-02,2.050323933362960815e-01,5.460820393636822701e-04,1.752015203237533569e-02,-4.662055522203445435e-02,-1.250119209289550781e-01,-8.380112797021865845e-02,1.721112988889217377e-02,1.699289232492446899e-01,3.376219794154167175e-02,2.131676524877548218e-01,3.681420907378196716e-02,3.753408417105674744e-02,-8.197386749088764191e-03,7.558583468198776245e-02,-7.301039248704910278e-02
7.483459264039993286e-02,-2.033816874027252197e-01,-1.630961708724498749e-02,8.756197243928909302e-02,1.425893157720565796e-01,-7.726052403450012207e-02,-2.433736436069011688e-02,-5.099203065037727356e-02,4.506309330463409424e-02,2.070737071335315704e-02,-1.083674840629100800e-02,6.351348012685775757e-02,3.993415087461471558e-02,-2.585949562489986420e-02,8.838041126728057861e-02,2.820056118071079254e-02,-3.395977616310119629e-02,1.230191737413406372e-01,-7.622997462749481201e-02,7.383871823549270630e-03,-4.144656471908092499e-03,5.330685898661613464e-02,-1.157130002975463867e-01,-3.029406443238258362e-02,-1.116354316473007202e-01,-1.729394868016242981e-02,9.428143501281738281e-03,7.937020622193813324e-03,-1.207338348031044006e-01,-2.531906217336654663e-02,9.494179487228393555e-02,-9.567213058471679688e-02,-8.034443110227584839e-02,-1.043648738414049149e-02,2.821529656648635864e-02,1.390224099159240723e-01,3.158110659569501877e-03,1.475028344430029392e-03,-3.394034504890441895e-02,-8.492428064346313477e-02,-5.128215253353118896e-02,5.576788447797298431e-03,1.247125267982482910e-01,1.823935285210609436e-02,1.515862345695495605e-01,2.509993314743041992e-02,1.131213083863258362e-02,7.505468674935400486e-04,4.673411697149276733e-02,-6.408148258924484253e-02
9.561023861169815063e-02,-2.525633871555328369e-01,-1.045714598149061203e-02,1.096621602773666382e-01,1.812167018651962280e-01,-9.431523829698562622e-02,-2.673651836812496185e-02,-6.397152692079544067e-02,4.018597677350044250e-02,2.182533591985702515e-02,-1.110530737787485123e-02,8.624882996082305908e-02,3.669361397624015808e-02,-3.793625161051750183e-02,1.099719181656837463e-01,2.337983623147010803e-02,-4.438368976116180420e-02,1.423486024141311646e-01,-8.622487634420394897e-02,1.240074913948774338e-02,7.586567662656307220e-03,8.377729356288909912e-02,-1.524034589529037476e-01,-4.851089045405387878e-02,-1.223066598176956177e-01,-3.090666607022285461e-02,8.966265246272087097e-03,1.971372170373797417e-03,-1.524528264999389648e-01,-3.067197836935520172e-02,1.176913231611251831e-01,-1.144422888755798340e-01,-1.031890437006950378e-01,-7.660565897822380066e-03,5.213985964655876160e-02,1.727412939071655273e-01,1.174121443182229996e-02,1.731195300817489624e-02,-3.494151681661605835e-02,-1.138337031006813049e-01,-6.653783470392227173e-02,1.843294687569141388e-02,1.347682029008865356e-01,2.011769451200962067e-02,1.681057363748550415e-01,2.641279622912406921e-02,2.148177661001682281e-02,-5.324728786945343018e-03,6.283283233642578125e-02,-6.445089727640151978e-02
3.570818156003952026e-02,-7.645841687917709351e-02,-8.326050825417041779e-03,3.827966749668121338e-02,4.967876896262168884e-02,-3.358835354447364807e-02,-1.397157274186611176e-02,-1.884271204471588135e-02,7.534193806350231171e-03,4.443998448550701141e-03,-9.000263176858425140e-03,3.289411962032318115e-02,2.305511385202407837e-02,-3.529071109369397163e-03,3.790608793497085571e-02,1.173816341906785965e-02,-1.220702193677425385e-02,4.411396756768226624e-02,-1.577694900333881378e-02,2.927737077698111534e-03,3.940855385735630989e-04,2.275714091956615448e-02,-3.824843093752861023e-02,-5.007765255868434906e-03,-4.346808418631553650e-02,1.879485207609832287e-04,9.090544655919075012e-03,-1.757916412316262722e-03,-4.796078428626060486e-02,-1.686596311628818512e-02,3.317010775208473206e-02,-2.719680964946746826e-02,-3.125640004873275757e-02,-8.694466203451156616e-03,1.187843177467584610e-02,5.846292153000831604e-02,9.145684540271759033e-03,-7.008965592831373215e-03,-1.413600053638219833e-02,-2.595790475606918335e-02,-1.624982059001922607e-02,-5.864053498953580856e-03,3.939896076917648315e-02,1.507741212844848633e-02,5.869339033961296082e-02,4.207802936434745789e-03,7.800325402058660984e-04,-8.954536169767379761e-03,1.141538470983505249e-02,-1.145955827087163925e-02
2.327000536024570465e-02,-5.174767971038818359e-02,-1.284911995753645897e-03,2.030595950782299042e-02,4.176571592688560486e-02,-1.082194689661264420e-02,-1.027694321237504482e-03,-1.919372938573360443e-02,2.857840387150645256e-03,1.364038325846195221e-02,1.151156844571232796e-03,1.533088088035583496e-02,1.582151465117931366e-02,-7.209763862192630768e-03,1.643121987581253052e-02,1.382606453262269497e-03,-1.472088880836963654e-02,2.587607130408287048e-02,-9.073629043996334076e-03,3.519136924296617508e-03,-1.852013636380434036e-03,1.158703025430440903e-02,-3.443428501486778259e-02,-7.394750136882066727e-03,-2.860023826360702515e-02,-1.275808643549680710e-02,-3.779269056394696236e-03,-6.507816258817911148e-03,-2.344537898898124695e-02,-7.283706218004226685e-04,2.621503174304962158e-02,-2.128370665013790131e-02,-1.409451942890882492e-02,1.968608237802982330e-03,5.774977151304483414e-03,3.930576518177986145e-02,1.158372871577739716e-02,1.135118957608938217e-02,-1.516348775476217270e-02,-2.079396881163120270e-02,-1.055825129151344299e-02,-5.744324880652129650e-04,3.355148062109947205e-02,8.595754392445087433e-03,3.334354609251022339e-02,1.356679666787385941e-02,4.144354257732629776e-03,4.679345991462469101e-03,3.164277411997318268e-03,-2.000893838703632355e-02
5.918397381901741028e-02,-1.223884597420692444e-01,-5.822546081617474556e-04,6.707958877086639404e-02,9.268098324537277222e-02,-3.586287423968315125e-02,-1.735137775540351868e-02,-2.460939250886440277e-02,1.317673083394765854e-02,5.548398476094007492e-03,6.759649841114878654e-04,3.629178553819656372e-02,1.622574031352996826e-02,-2.764648571610450745e-02,5.048805102705955505e-02,6.184566300362348557e-03,-2.300230413675308228e-02,7.542238384485244751e-02,-3.612866252660751343e-02,1.335673965513706207e-02,-4.061766434460878372e-03,3.475685790181159973e-02,-6.699842214584350586e-02,-2.188109420239925385e-02,-7.008801400661468506e-02,-1.272055599838495255e-02,6.488054525107145309e-03,7.292047957889735699e-04,-8.390817046165466309e-02,-1.772718131542205811e-02,6.278437376022338867e-02,-5.269024893641471863e-02,-4.980780556797981262e-02,-1.218219846487045288e-02,1.262373663485050201e-02,7.845828682184219360e-02,-1.246644882485270500e-03,1.586665958166122437e-02,-3.114895895123481750e-02,-5.358237400650978088e-02,-2.431041747331619263e-02,1.142426626756787300e-03,6.672223657369613647e-02,2.091100253164768219e-02,9.101607650518417358e-02,1.744893379509449005e-02,6.739655043929815292e-03,3.338710870593786240e-03,3.113191202282905579e-02,-3.391549363732337952e-02
6.924068927764892578e-02,-1.747121661901473999e-01,-1.690661907196044922e-02,9.076600521802902222e-02,1.234486177563667297e-01,-5.545015633106231689e-02,-2.612129412591457367e-02,-4.885821789503097534e-02,2.373091131448745728e-02,2.192139625549316406e-02,-2.009054180234670639e-03,6.468058377504348755e-02,3.927160054445266724e-02,-3.279172256588935852e-02,6.195764243602752686e-02,2.373404614627361298e-02,-3.916493058204650879e-02,9.067611396312713623e-02,-5.632284283638000488e-02,1.601997204124927521e-02,-2.640281571075320244e-03,6.039946898818016052e-02,-9.000705927610397339e-02,-2.194594405591487885e-02,-9.024329483509063721e-02,-1.205514371395111084e-02,-1.112389363697730005e-04,3.952739760279655457e-03,-1.197472661733627319e-01,-1.895211450755596161e-02,8.170554041862487793e-02,-8.501111716032028198e-02,-7.452620565891265869e-02,-8.774492889642715454e-03,2.629374526441097260e-02,1.167182400822639465e-01,1.098004914820194244e-02,1.027329079806804657e-02,-2.647452056407928467e-02,-6.856000423431396484e-02,-4.406242445111274719e-02,1.220749504864215851e-02,1.083444505929946899e-01,2.930864505469799042e-02,1.165303513407707214e-01,2.977493032813072205e-02,2.175352163612842560e-02,2.263251692056655884e-03,5.223419889807701111e-02,-5.639869347214698792e-02
